market,symbol,quality_components,value_components,growth_components,momentum_components,low_risk_components,factor_count,core_factor_count,eligible_for_composite,component_count
us,EURKU.NB,0,0,0,0,0,0,0,False,0
us,EVA,0,0,0,2,1,2,2,False,3
us,EVAC,0,0,0,1,0,1,1,False,1
us,EVAC_T,0,0,0,1,0,1,1,False,1
us,EVAC_U.NB,0,0,0,0,0,0,0,False,0
us,EVAX,1,3,0,2,1,4,3,True,7
us,EVAX.NB,0,0,0,0,0,0,0,False,0
us,EVBG,1,0,0,2,1,3,2,False,4
us,EVBG.NB,0,0,0,0,0,0,0,False,0
us,EVBN,0,0,0,2,1,2,2,False,3
us,EVBN.NB,0,0,0,0,0,0,0,False,0
us,EVC,1,3,0,2,1,4,3,True,7
us,EVC.NB,0,0,0,0,0,0,0,False,0
us,EVCM,1,3,0,2,1,4,3,True,7
us,EVCM.NB,0,0,0,0,0,0,0,False,0
us,EVE,1,0,0,2,0,2,1,False,3
us,EVE.NB,0,0,0,0,0,0,0,False,0
us,EVER,1,3,0,2,1,4,3,True,7
us,EVER.NB,0,0,0,0,0,0,0,False,0
us,EVEX,1,2,0,2,1,4,3,True,6
us,EVEX.NB,0,0,0,0,0,0,0,False,0
us,EVEX_T,0,2,0,2,1,3,3,True,5
us,EVGN,1,3,0,2,1,4,3,True,7
us,EVGN.NB,0,0,0,0,0,0,0,False,0
us,EVGO,1,3,0,2,1,4,3,True,7
us,EVGO.NB,0,0,0,0,0,0,0,False,0
us,EVGOW,0,2,0,2,1,3,3,True,5
us,EVGR,1,0,0,2,1,3,2,False,4
us,EVGR.NB,0,0,0,0,0,0,0,False,0
us,EVH,1,3,0,2,1,4,3,True,7
us,EVH.NB,0,0,0,0,0,0,0,False,0
us,EVI,1,0,0,2,1,3,2,False,4
us,EVI.NB,0,0,0,0,0,0,0,False,0
us,EVLO.NB,0,0,0,0,0,0,0,False,0
us,EVLV,1,0,0,2,1,3,2,False,4
us,EVLV.NB,0,0,0,0,0,0,0,False,0
us,EVLVW,0,3,0,2,1,3,3,True,6
us,EVMN,1,2,0,1,0,3,2,False,4
us,EVMN.NB,0,0,0,0,0,0,0,False,0
us,EVO,1,3,0,2,1,4,3,True,7
us,EVO.NB,0,0,0,0,0,0,0,False,0
us,EVOK,1,0,0,2,1,3,2,False,4
us,EVOK.NB,0,0,0,0,0,0,0,False,0
us,EVOX,1,0,0,1,0,2,1,False,2
us,EVOX.NB,0,0,0,0,0,0,0,False,0
us,EVOXU,0,2,0,1,0,2,2,False,3
us,EVOXW,0,2,0,1,0,2,2,False,3
us,EVOY,0,0,0,0,0,0,0,False,0
us,EVR,1,1,0,2,1,4,3,True,5
us,EVR.NB,0,0,0,0,0,0,0,False,0
us,EVRG,1,3,0,2,1,4,3,True,7
us,EVRG.NB,0,0,0,0,0,0,0,False,0
us,EVRI,1,0,0,2,1,3,2,False,4
us,EVRI.NB,0,0,0,0,0,0,0,False,0
us,EVTC,1,3,0,2,1,4,3,True,7
us,EVTC.NB,0,0,0,0,0,0,0,False,0
us,EVTL,1,1,0,2,1,4,3,True,5
us,EVTL.NB,0,0,0,0,0,0,0,False,0
us,EVTS,0,0,0,0,0,0,0,False,0
us,EVTV,1,2,0,2,1,4,3,True,6
us,EVTV.NB,0,0,0,0,0,0,0,False,0
us,EW,1,1,0,2,1,4,3,True,5
us,EW.NB,0,0,0,0,0,0,0,False,0
us,EWBC,1,0,0,2,1,3,2,False,4
us,EWBC.NB,0,0,0,0,0,0,0,False,0
us,EWCZ,1,3,0,2,1,4,3,True,7
us,EWCZ.NB,0,0,0,0,0,0,0,False,0
us,EWTX,1,2,0,2,1,4,3,True,6
us,EWTX.NB,0,0,0,0,0,0,0,False,0
us,EXAI,0,0,0,2,0,1,1,False,2
us,EXAS,1,0,0,2,1,3,2,False,4
us,EXAS.NB,0,0,0,0,0,0,0,False,0
us,EXC,1,3,0,2,1,4,3,True,7
us,EXC.NB,0,0,0,0,0,0,0,False,0
us,EXE,1,3,0,2,1,4,3,True,7
us,EXE.NB,0,0,0,0,0,0,0,False,0
us,EXEEL,0,3,0,0,0,1,1,False,3
us,EXEEW,0,3,0,0,0,1,1,False,3
us,EXEEZ,0,3,0,0,0,1,1,False,3
us,EXEL,1,3,0,2,1,4,3,True,7
us,EXEL.NB,0,0,0,0,0,0,0,False,0
us,EXFY,1,3,0,2,1,4,3,True,7
us,EXFY.NB,0,0,0,0,0,0,0,False,0
us,EXK,1,3,0,2,1,4,3,True,7
us,EXK.NB,0,0,0,0,0,0,0,False,0
us,EXLS,1,3,0,2,1,4,3,True,7
us,EXLS.NB,0,0,0,0,0,0,0,False,0
us,EXN.NB,0,0,0,0,0,0,0,False,0
us,EXOD,1,3,0,2,1,4,3,True,7
us,EXOD.NB,0,0,0,0,0,0,0,False,0
us,EXOZ,1,2,0,2,0,3,2,False,5
us,EXOZ.NB,0,0,0,0,0,0,0,False,0
us,EXP,1,3,0,2,1,4,3,True,7
us,EXP.NB,0,0,0,0,0,0,0,False,0
us,EXPD,1,3,0,2,1,4,3,True,7
us,EXPD.NB,0,0,0,0,0,0,0,False,0
us,EXPE,1,3,0,2,1,4,3,True,7
us,EXPE.NB,0,0,0,0,0,0,0,False,0
us,EXPI,1,3,0,2,1,4,3,True,7
us,EXPI.NB,0,0,0,0,0,0,0,False,0
us,EXPO,1,3,0,2,1,4,3,True,7
us,EXPO.NB,0,0,0,0,0,0,0,False,0
us,EXPR.NB,0,0,0,0,0,0,0,False,0
us,EXR,1,1,0,2,1,4,3,True,5
us,EXR.NB,0,0,0,0,0,0,0,False,0
us,EXTO,0,0,0,2,0,1,1,False,2
us,EXTR,1,2,0,2,1,4,3,True,6
us,EXTR.NB,0,0,0,0,0,0,0,False,0
us,EXYN,0,0,0,0,0,0,0,False,0
us,EXYNW,0,0,0,0,0,0,0,False,0
us,EYE,1,3,0,2,1,4,3,True,7
us,EYE.NB,0,0,0,0,0,0,0,False,0
us,EYPT,1,3,0,2,1,4,3,True,7
us,EYPT.NB,0,0,0,0,0,0,0,False,0
us,EZGO,1,3,0,2,1,4,3,True,7
us,EZGO.NB,0,0,0,0,0,0,0,False,0
us,EZPW,1,0,0,2,1,3,2,False,4
us,EZPW.NB,0,0,0,0,0,0,0,False,0
us,EZRA,1,3,0,2,1,4,3,True,7
us,EZRA.NB,0,0,0,0,0,0,0,False,0
us,EZRAW,0,3,0,0,0,1,1,False,3
us,F,1,0,0,2,1,3,2,False,4
us,F.NB,0,0,0,0,0,0,0,False,0
us,FA,1,3,0,2,1,4,3,True,7
us,FA.NB,0,0,0,0,0,0,0,False,0
us,FAAS,0,0,0,2,1,2,2,False,3
us,FABC,1,3,0,2,1,4,3,True,7
us,FABC.NB,0,0,0,0,0,0,0,False,0
us,FAC,1,0,0,2,0,2,1,False,3
us,FAC.NB,0,0,0,0,0,0,0,False,0
us,FACT,1,0,0,2,0,2,1,False,3
us,FACT.NB,0,0,0,0,0,0,0,False,0
us,FACTU,0,2,0,2,0,2,2,False,4
us,FACTW,0,2,0,2,0,2,2,False,4
us,FACWW,0,0,0,0,0,0,0,False,0
us,FAF,1,0,0,2,1,3,2,False,4
us,FAF.NB,0,0,0,0,0,0,0,False,0
us,FAMI,1,3,0,2,1,4,3,True,7
us,FAMI.NB,0,0,0,0,0,0,0,False,0
us,FANG,1,3,0,2,1,4,3,True,7
us,FANG.NB,0,0,0,0,0,0,0,False,0
us,FARM,1,0,0,2,1,3,2,False,4
us,FARM.NB,0,0,0,0,0,0,0,False,0
us,FARO,1,0,0,2,1,3,2,False,4
us,FARO.NB,0,0,0,0,0,0,0,False,0
us,FAST,1,0,0,2,1,3,2,False,4
us,FAST.NB,0,0,0,0,0,0,0,False,0
us,FAT,1,0,0,2,1,3,2,False,4
us,FAT.NB,0,0,0,0,0,0,0,False,0
us,FATAV,0,0,0,0,0,0,0,False,0
us,FATBB,1,0,0,2,1,3,2,False,4
us,FATBB.NB,0,0,0,0,0,0,0,False,0
us,FATBP,1,0,0,2,1,3,2,False,4
us,FATBP.NB,0,0,0,0,0,0,0,False,0
us,FATBV,0,0,0,0,0,0,0,False,0
us,FATE,1,3,0,2,1,4,3,True,7
us,FATE.NB,0,0,0,0,0,0,0,False,0
us,FATN,0,3,0,2,0,2,2,False,5
us,FBGL,1,3,0,2,0,3,2,False,6
us,FBGL.NB,0,0,0,0,0,0,0,False,0
us,FBIC,1,1,0,0,0,2,1,False,2
us,FBIC.NB,0,0,0,0,0,0,0,False,0
us,FBIN,1,3,0,2,1,4,3,True,7
us,FBIN.NB,0,0,0,0,0,0,0,False,0
us,FBIO,1,3,0,2,1,4,3,True,7
us,FBIO.NB,0,0,0,0,0,0,0,False,0
us,FBIOP,1,3,0,2,1,4,3,True,7
us,FBIOP.NB,0,0,0,0,0,0,0,False,0
us,FBIZ,0,3,0,2,1,3,3,True,6
us,FBIZ.NB,0,0,0,0,0,0,0,False,0
us,FBK,0,0,0,2,1,2,2,False,3
us,FBK.NB,0,0,0,0,0,0,0,False,0
us,FBLA,0,3,0,2,0,2,2,False,5
us,FBLA.NB,0,0,0,0,0,0,0,False,0
us,FBLG,1,2,0,2,0,3,2,False,5
us,FBLG.NB,0,0,0,0,0,0,0,False,0
us,FBMS,0,0,0,2,1,2,2,False,3
us,FBMS.NB,0,0,0,0,0,0,0,False,0
us,FBNC,0,0,0,2,1,2,2,False,3
us,FBNC.NB,0,0,0,0,0,0,0,False,0
us,FBP,0,0,0,2,1,2,2,False,3
us,FBP.NB,0,0,0,0,0,0,0,False,0
us,FBRT,1,1,0,2,1,4,3,True,5
us,FBRT.NB,0,0,0,0,0,0,0,False,0
us,FBRT_PE,1,1,0,2,1,4,3,True,5
us,FBRT_PE.NB,0,0,0,0,0,0,0,False,0
us,FBRX,1,2,0,2,1,4,3,True,6
us,FBRX.NB,0,0,0,0,0,0,0,False,0
us,FBYD,1,0,0,2,1,3,2,False,4
us,FBYD.NB,0,0,0,0,0,0,0,False,0
us,FBYDP,0,0,0,0,0,0,0,False,0
us,FBYDW,0,3,0,2,1,3,3,True,6
us,FC,1,0,0,2,1,3,2,False,4
us,FC.NB,0,0,0,0,0,0,0,False,0
us,FCAP,0,1,0,2,1,3,3,True,4
us,FCAP.NB,0,0,0,0,0,0,0,False,0
us,FCBC,0,3,0,2,1,3,3,True,6
us,FCBC.NB,0,0,0,0,0,0,0,False,0
us,FCBM,0,0,0,0,0,0,0,False,0
us,FCCO,0,0,0,2,1,2,2,False,3
us,FCCO.NB,0,0,0,0,0,0,0,False,0
us,FCEL,1,0,0,2,1,3,2,False,4
us,FCEL.NB,0,0,0,0,0,0,0,False,0
us,FCF,0,3,0,2,1,3,3,True,6
us,FCF.NB,0,0,0,0,0,0,0,False,0
us,FCFS,1,0,0,2,1,3,2,False,4
us,FCFS.NB,0,0,0,0,0,0,0,False,0
us,FCHL,1,3,0,1,0,3,2,False,5
us,FCHL.NB,0,0,0,0,0,0,0,False,0
us,FCN,1,3,0,2,1,4,3,True,7
us,FCN.NB,0,0,0,0,0,0,0,False,0
us,FCNCA,0,1,0,2,1,3,3,True,4
us,FCNCA.NB,0,0,0,0,0,0,0,False,0
us,FCNCN,0,1,0,0,0,1,1,False,1
us,FCNCO,0,1,0,2,1,3,3,True,4
us,FCNCP,0,1,0,2,1,3,3,True,4
us,FCPT,1,3,0,2,1,4,3,True,7
us,FCPT.NB,0,0,0,0,0,0,0,False,0
us,FCRS,0,1,0,1,0,2,2,False,2
us,FCRS_T,0,0,0,1,0,1,1,False,1
us,FCRS_U,1,0,0,1,0,2,1,False,2
us,FCRS_U.NB,0,0,0,0,0,0,0,False,0
us,FCRX,0,3,0,2,1,3,3,True,6
us,FCST,1,0,0,0,0,1,0,False,1
us,FCST.NB,0,0,0,0,0,0,0,False,0
us,FCUV,1,1,0,2,1,4,3,True,5
us,FCUV.NB,0,0,0,0,0,0,0,False,0
us,FCX,1,1,0,2,1,4,3,True,5
us,FCX.NB,0,0,0,0,0,0,0,False,0
us,FDAN,0,0,0,0,0,0,0,False,0
us,FDBC,0,0,0,2,1,2,2,False,3
us,FDBC.NB,0,0,0,0,0,0,0,False,0
us,FDMT,1,3,0,2,1,4,3,True,7
us,FDMT.NB,0,0,0,0,0,0,0,False,0
us,FDP,1,3,0,2,1,4,3,True,7
us,FDP.NB,0,0,0,0,0,0,0,False,0
us,FDS,1,0,0,2,1,3,2,False,4
us,FDS.NB,0,0,0,0,0,0,0,False,0
us,FDSB,1,3,0,2,0,3,2,False,6
us,FDSB.NB,0,0,0,0,0,0,0,False,0
us,FDUS,1,3,0,2,1,4,3,True,7
us,FDUS.NB,0,0,0,0,0,0,0,False,0
us,FDX,1,3,0,2,1,4,3,True,7
us,FDX.NB,0,0,0,0,0,0,0,False,0
us,FDXF,0,1,0,0,0,1,1,False,1
us,FDXF_W,0,1,0,0,0,1,1,False,1
us,FDX_W,0,3,0,0,0,1,1,False,3
us,FE,1,3,0,2,1,4,3,True,7
us,FE.NB,0,0,0,0,0,0,0,False,0
us,FEAM,1,1,0,2,1,4,3,True,5
us,FEAM.NB,0,0,0,0,0,0,0,False,0
us,FEBO,1,3,0,2,0,3,2,False,6
us,FEBO.NB,0,0,0,0,0,0,0,False,0
us,FEDU,1,3,0,2,1,4,3,True,7
us,FEDU.NB,0,0,0,0,0,0,0,False,0
us,FEED,1,3,0,2,1,4,3,True,7
us,FEED.NB,0,0,0,0,0,0,0,False,0
us,FEIM,1,3,0,2,1,4,3,True,7
us,FEIM.NB,0,0,0,0,0,0,0,False,0
us,FELE,1,3,0,2,1,4,3,True,7
us,FELE.NB,0,0,0,0,0,0,0,False,0
us,FEMY,1,3,0,2,1,4,3,True,7
us,FEMY.NB,0,0,0,0,0,0,0,False,0
us,FENC,1,3,0,2,1,4,3,True,7
us,FENC.NB,0,0,0,0,0,0,0,False,0
us,FENG,1,3,0,2,1,4,3,True,7
us,FENG.NB,0,0,0,0,0,0,0,False,0
us,FER,1,3,0,2,1,4,3,True,7
us,FER.NB,0,0,0,0,0,0,0,False,0
us,FERA,1,0,0,2,0,2,1,False,3
us,FERA.NB,0,0,0,0,0,0,0,False,0
us,FERAR,0,2,0,2,0,2,2,False,4
us,FERAU,0,2,0,2,0,2,2,False,4
us,FERG,1,3,0,2,1,4,3,True,7
us,FERG.NB,0,0,0,0,0,0,0,False,0
us,FET,1,3,0,2,1,4,3,True,7
us,FET.NB,0,0,0,0,0,0,0,False,0
us,FF,1,3,0,2,1,4,3,True,7
us,FF.NB,0,0,0,0,0,0,0,False,0
us,FFAI,1,0,0,2,1,3,2,False,4
us,FFAI.NB,0,0,0,0,0,0,0,False,0
us,FFAIW,0,2,0,2,1,3,3,True,5
us,FFBC,0,3,0,2,1,3,3,True,6
us,FFBC.NB,0,0,0,0,0,0,0,False,0
us,FFBW.NB,0,0,0,0,0,0,0,False,0
us,FFIC,0,3,0,2,1,3,3,True,6
us,FFIC.NB,0,0,0,0,0,0,0,False,0
us,FFIN,0,0,0,2,1,2,2,False,3
us,FFIN.NB,0,0,0,0,0,0,0,False,0
us,FFIV,1,2,0,2,1,4,3,True,6
us,FFIV.NB,0,0,0,0,0,0,0,False,0
us,FFLY,0,0,0,0,0,0,0,False,0
us,FFNW,0,0,0,2,1,2,2,False,3
us,FFNW.NB,0,0,0,0,0,0,0,False,0
us,FFWM,1,0,0,2,1,3,2,False,4
us,FFWM.NB,0,0,0,0,0,0,0,False,0
us,FG,1,0,0,2,1,3,2,False,4
us,FG.NB,0,0,0,0,0,0,0,False,0
us,FGBI,0,3,0,2,1,3,3,True,6
us,FGBI.NB,0,0,0,0,0,0,0,False,0
us,FGBIP,0,3,0,2,1,3,3,True,6
us,FGEN,1,2,0,2,1,4,3,True,6
us,FGEN.NB,0,0,0,0,0,0,0,False,0
us,FGI,1,0,0,2,1,3,2,False,4
us,FGI.NB,0,0,0,0,0,0,0,False,0
us,FGII,1,1,0,0,0,2,1,False,2
us,FGII.NB,0,0,0,0,0,0,0,False,0
us,FGIIU,1,1,0,0,0,2,1,False,2
us,FGIIU.NB,0,0,0,0,0,0,0,False,0
us,FGIIW,0,1,0,0,0,1,1,False,1
us,FGIWW,0,3,0,2,1,3,3,True,6
us,FGL,1,3,0,2,0,3,2,False,6
us,FGL.NB,0,0,0,0,0,0,0,False,0
us,FGMC,0,0,0,2,0,1,1,False,2
us,FGMCR,0,2,0,2,0,2,2,False,4
us,FGMCU,0,2,0,2,0,2,2,False,4
us,FGN,0,3,0,2,0,2,2,False,5
us,FGNX,1,3,0,2,1,4,3,True,7
us,FGNX.NB,0,0,0,0,0,0,0,False,0
us,FGNXP,1,3,0,2,1,4,3,True,7
us,FGNXP.NB,0,0,0,0,0,0,0,False,0
us,FGSN,0,3,0,2,0,2,2,False,5
us,FHB,0,0,0,2,1,2,2,False,3
us,FHB.NB,0,0,0,0,0,0,0,False,0
us,FHI,1,3,0,2,1,4,3,True,7
us,FHI.NB,0,0,0,0,0,0,0,False,0
us,FHN,0,0,0,2,1,2,2,False,3
us,FHN.NB,0,0,0,0,0,0,0,False,0
us,FHN_PA,0,0,0,0,0,0,0,False,0
us,FHN_PB,0,0,0,2,1,2,2,False,3
us,FHN_PC,0,0,0,2,1,2,2,False,3
us,FHN_PD,0,0,0,0,0,0,0,False,0
us,FHN_PE,0,0,0,2,1,2,2,False,3
us,FHN_PF,0,0,0,2,1,2,2,False,3
us,FHN_PH,0,0,0,0,0,0,0,False,0
us,FHP,0,0,0,0,0,0,0,False,0
us,FHTX,1,2,0,2,1,4,3,True,6
us,FHTX.NB,0,0,0,0,0,0,0,False,0
us,FIBK,0,1,0,2,1,3,3,True,4
us,FIBK.NB,0,0,0,0,0,0,0,False,0
us,FICO,1,2,0,2,1,4,3,True,6
us,FICO.NB,0,0,0,0,0,0,0,False,0
us,FIEE,1,3,0,2,1,4,3,True,7
us,FIEE.NB,0,0,0,0,0,0,0,False,0
us,FIG,1,0,0,1,0,2,1,False,2
us,FIG.NB,0,0,0,0,0,0,0,False,0
us,FIGR,1,3,0,1,0,3,2,False,5
us,FIGR.NB,0,0,0,0,0,0,0,False,0
us,FIGS,1,3,0,2,1,4,3,True,7
us,FIGS.NB,0,0,0,0,0,0,0,False,0
us,FIGX,1,0,0,1,0,2,1,False,2
us,FIGX.NB,0,0,0,0,0,0,0,False,0
us,FIGXU,0,2,0,1,0,2,2,False,3
us,FIGXW,0,2,0,1,0,2,2,False,3
us,FIHL,1,3,0,2,0,3,2,False,6
us,FIHL.NB,0,0,0,0,0,0,0,False,0
us,FINV,1,3,0,2,1,4,3,True,7
us,FINV.NB,0,0,0,0,0,0,0,False,0
us,FINW,1,3,0,2,1,4,3,True,7
us,FINW.NB,0,0,0,0,0,0,0,False,0
us,FIP,1,3,0,2,1,4,3,True,7
us,FIP.NB,0,0,0,0,0,0,0,False,0
us,FIRY,1,0,0,2,1,3,2,False,4
us,FIRY.NB,0,0,0,0,0,0,0,False,0
us,FIS,1,3,0,2,1,4,3,True,7
us,FIS.NB,0,0,0,0,0,0,0,False,0
us,FISI,1,0,0,2,1,3,2,False,4
us,FISI.NB,0,0,0,0,0,0,0,False,0
us,FISK,1,3,0,2,1,4,3,True,7
us,FISK.NB,0,0,0,0,0,0,0,False,0
us,FISN,0,1,0,0,0,1,1,False,1
us,FISV,1,3,0,2,1,4,3,True,7
us,FISV.NB,0,0,0,0,0,0,0,False,0
us,FITB,0,0,0,2,1,2,2,False,3
us,FITB.NB,0,0,0,0,0,0,0,False,0
us,FITBI,0,0,0,2,1,2,2,False,3
us,FITBI.NB,0,0,0,0,0,0,0,False,0
us,FITBM,0,0,0,0,0,0,0,False,0
us,FITBO,0,0,0,2,1,2,2,False,3
us,FITBO.NB,0,0,0,0,0,0,0,False,0
us,FITBP,0,0,0,2,1,2,2,False,3
us,FITBP.NB,0,0,0,0,0,0,0,False,0
us,FITB_PA,0,0,0,2,1,2,2,False,3
us,FITB_PI,0,0,0,2,1,2,2,False,3
us,FITB_PK,0,0,0,2,1,2,2,False,3
us,FITB_PM,0,0,0,0,0,0,0,False,0
us,FIVE,1,3,0,2,1,4,3,True,7
us,FIVE.NB,0,0,0,0,0,0,0,False,0
us,FIVN,1,3,0,2,1,4,3,True,7
us,FIVN.NB,0,0,0,0,0,0,0,False,0
us,FIX,1,3,0,2,1,4,3,True,7
us,FIX.NB,0,0,0,0,0,0,0,False,0
us,FIZZ,1,3,0,2,1,4,3,True,7
us,FIZZ.NB,0,0,0,0,0,0,0,False,0
us,FJET,1,2,0,1,0,3,2,False,4
us,FJET.NB,0,0,0,0,0,0,0,False,0
us,FKWL,1,0,0,2,1,3,2,False,4
us,FKWL.NB,0,0,0,0,0,0,0,False,0
us,FL,0,0,0,2,1,2,2,False,3
us,FLD,1,0,0,2,1,3,2,False,4
us,FLD.NB,0,0,0,0,0,0,0,False,0
us,FLDDW,0,3,0,2,1,3,3,True,6
us,FLEX,1,3,0,2,1,4,3,True,7
us,FLEX.NB,0,0,0,0,0,0,0,False,0
us,FLG,0,0,0,2,1,2,2,False,3
us,FLG.NB,0,0,0,0,0,0,0,False,0
us,FLGC,1,3,0,2,1,4,3,True,7
us,FLGC.NB,0,0,0,0,0,0,0,False,0
us,FLGT,1,3,0,2,1,4,3,True,7
us,FLGT.NB,0,0,0,0,0,0,0,False,0
us,FLG_PA,0,0,0,2,1,2,2,False,3
us,FLIC,1,0,0,2,1,3,2,False,4
us,FLIC.NB,0,0,0,0,0,0,0,False,0
us,FLL,1,3,0,2,1,4,3,True,7
us,FLL.NB,0,0,0,0,0,0,0,False,0
us,FLNA,1,2,0,2,1,4,3,True,6
us,FLNA.NB,0,0,0,0,0,0,0,False,0
us,FLNC,1,0,0,2,1,3,2,False,4
us,FLNC.NB,0,0,0,0,0,0,0,False,0
us,FLNG,1,3,0,2,1,4,3,True,7
us,FLNG.NB,0,0,0,0,0,0,0,False,0
us,FLNT,1,3,0,2,1,4,3,True,7
us,FLNT.NB,0,0,0,0,0,0,0,False,0
us,FLO,1,3,0,2,1,4,3,True,7
us,FLO.NB,0,0,0,0,0,0,0,False,0
us,FLOC,1,3,0,2,0,3,2,False,6
us,FLOC.NB,0,0,0,0,0,0,0,False,0
us,FLR,1,3,0,2,1,4,3,True,7
us,FLR.NB,0,0,0,0,0,0,0,False,0
us,FLS,1,3,0,2,1,4,3,True,7
us,FLS.NB,0,0,0,0,0,0,0,False,0
us,FLUT,1,3,0,2,1,4,3,True,7
us,FLUT.NB,0,0,0,0,0,0,0,False,0
us,FLUX,1,0,0,2,1,3,2,False,4
us,FLUX.NB,0,0,0,0,0,0,0,False,0
us,FLWS,1,0,0,2,1,3,2,False,4
us,FLWS.NB,0,0,0,0,0,0,0,False,0
us,FLX,1,3,0,2,0,3,2,False,6
us,FLX.NB,0,0,0,0,0,0,0,False,0
us,FLXS,1,0,0,2,1,3,2,False,4
us,FLXS.NB,0,0,0,0,0,0,0,False,0
us,FLY,1,3,0,1,0,3,2,False,5
us,FLY.NB,0,0,0,0,0,0,0,False,0
us,FLYD,0,3,0,2,1,3,3,True,6
us,FLYE,1,3,0,2,0,3,2,False,6
us,FLYE.NB,0,0,0,0,0,0,0,False,0
us,FLYU,0,3,0,2,1,3,3,True,6
us,FLYW,1,3,0,2,1,4,3,True,7
us,FLYW.NB,0,0,0,0,0,0,0,False,0
us,FLYX,1,0,0,2,1,3,2,False,4
us,FLYX.NB,0,0,0,0,0,0,0,False,0
us,FLYX_T,0,2,0,2,1,3,3,True,5
us,FLYY,1,2,0,2,0,3,2,False,5
us,FLYY.NB,0,0,0,0,0,0,0,False,0
us,FLZH,1,0,0,2,1,3,2,False,4
us,FLZH.NB,0,0,0,0,0,0,0,False,0
us,FMAC,0,0,0,0,0,0,0,False,0
us,FMACR,0,0,0,0,0,0,0,False,0
us,FMAO,1,0,0,2,1,3,2,False,4
us,FMAO.NB,0,0,0,0,0,0,0,False,0
us,FMBH,0,3,0,2,1,3,3,True,6
us,FMBH.NB,0,0,0,0,0,0,0,False,0
us,FMC,1,3,0,2,1,4,3,True,7
us,FMC.NB,0,0,0,0,0,0,0,False,0
us,FMER_PA,0,0,0,0,0,0,0,False,0
us,FMFC,1,1,0,2,0,3,2,False,4
us,FMFC.NB,0,0,0,0,0,0,0,False,0
us,FMIV.NB,0,0,0,0,0,0,0,False,0
us,FMNB,0,0,0,2,1,2,2,False,3
us,FMNB.NB,0,0,0,0,0,0,0,False,0
us,FMS,1,3,0,2,1,4,3,True,7
us,FMS.NB,0,0,0,0,0,0,0,False,0
us,FMST,1,2,0,2,1,4,3,True,6
us,FMST.NB,0,0,0,0,0,0,0,False,0
us,FMSTW,0,0,0,2,1,2,2,False,3
us,FMTO,0,0,0,2,1,2,2,False,3
us,FMX,1,3,0,2,1,4,3,True,7
us,FMX.NB,0,0,0,0,0,0,0,False,0
us,FN,1,0,0,2,1,3,2,False,4
us,FN.NB,0,0,0,0,0,0,0,False,0
us,FNA,0,0,0,2,1,2,2,False,3
us,FNB,0,1,0,2,1,3,3,True,4
us,FNB.NB,0,0,0,0,0,0,0,False,0
us,FNB_PE,0,0,0,0,0,0,0,False,0
us,FNB_PE.NB,0,0,0,0,0,0,0,False,0
us,FND,1,3,0,2,1,4,3,True,7
us,FND.NB,0,0,0,0,0,0,0,False,0
us,FNF,1,3,0,2,1,4,3,True,7
us,FNF.NB,0,0,0,0,0,0,0,False,0
us,FNFG_PB,0,0,0,0,0,0,0,False,0
us,FNGD,0,3,0,2,1,3,3,True,6
us,FNGD.NB,0,0,0,0,0,0,0,False,0
us,FNGO,0,3,0,2,1,3,3,True,6
us,FNGO.NB,0,0,0,0,0,0,0,False,0
us,FNGR,1,3,0,2,1,4,3,True,7
us,FNGR.NB,0,0,0,0,0,0,0,False,0
us,FNGS,0,3,0,2,1,3,3,True,6
us,FNGU,0,3,0,2,0,2,2,False,5
us,FNGU.NB,0,0,0,0,0,0,0,False,0
us,FNKO,1,3,0,2,1,4,3,True,7
us,FNKO.NB,0,0,0,0,0,0,0,False,0
us,FNLC,0,0,0,2,1,2,2,False,3
us,FNLC.NB,0,0,0,0,0,0,0,False,0
us,FNRN,0,2,0,2,1,3,3,True,5
us,FNRN.NB,0,0,0,0,0,0,0,False,0
us,FNUC,1,2,0,2,1,4,3,True,6
us,FNUC.NB,0,0,0,0,0,0,0,False,0
us,FNV,1,3,0,2,1,4,3,True,7
us,FNV.NB,0,0,0,0,0,0,0,False,0
us,FNVT,0,1,0,2,1,3,3,True,4
us,FNWB,0,2,0,2,1,3,3,True,5
us,FNWB.NB,0,0,0,0,0,0,0,False,0
us,FNWD,0,3,0,2,1,3,3,True,6
us,FNWD.NB,0,0,0,0,0,0,0,False,0
us,FOA,1,3,0,2,1,4,3,True,7
us,FOA.NB,0,0,0,0,0,0,0,False,0
us,FOCL,1,0,0,2,1,3,2,False,4
us,FOCL.NB,0,0,0,0,0,0,0,False,0
us,FOCS.NB,0,0,0,0,0,0,0,False,0
us,FOFO,1,3,0,1,0,3,2,False,5
us,FOFO.NB,0,0,0,0,0,0,0,False,0
us,FOGO,0,0,0,0,0,0,0,False,0
us,FOLD,1,0,0,2,1,3,2,False,4
us,FOLD.NB,0,0,0,0,0,0,0,False,0
us,FONG,0,0,0,0,0,0,0,False,0
us,FONR,1,0,0,2,1,3,2,False,4
us,FONR.NB,0,0,0,0,0,0,0,False,0
us,FOR,1,0,0,2,1,3,2,False,4
us,FOR.NB,0,0,0,0,0,0,0,False,0
us,FORA,1,3,0,2,1,4,3,True,7
us,FORA.NB,0,0,0,0,0,0,0,False,0
us,FORG.NB,0,0,0,0,0,0,0,False,0
us,FORL,1,0,0,2,0,2,1,False,3
us,FORL.NB,0,0,0,0,0,0,0,False,0
